date,stock_code,margin_balance,margin_buy,margin_repay,short_volume
2024-03-15,603501,2039740727.0,49441116.0,29305208.0,197670.0
2024-03-15,603986,2737025055.0,182013873.0,184284602.0,1186853.0
2024-03-15,605358,779414893.0,8903604.0,12002687.0,712925.0
2024-03-15,688008,861779861.0,41517154.0,69410997.0,1559697.0
2024-03-15,688012,979975016.0,52141828.0,60295802.0,332975.0
2024-03-15,688017,343009752.0,73834012.0,49545356.0,957411.0
2024-03-15,688019,212648586.0,20681868.0,12817567.0,596767.0
2024-03-15,688041,2144886335.0,183492186.0,260519069.0,6042408.0
2024-03-15,688110,583396122.0,20796856.0,22171677.0,2181946.0
2024-03-15,688123,212700582.0,22365123.0,18552583.0,196663.0
2024-03-15,688126,545924158.0,12634430.0,11446993.0,3147103.0
2024-03-15,688160,113669677.0,45085840.0,46193699.0,10059.0
2024-03-15,688256,1051179508.0,199591632.0,159814906.0,715576.0
2024-03-15,688320,152140032.0,31613965.0,26281801.0,37388.0
2024-03-15,688396,648104441.0,9945372.0,12869339.0,3640134.0
2024-03-15,688498,371193152.0,86151075.0,86844971.0,143135.0
2024-03-15,688525,625606728.0,177208179.0,154927197.0,264758.0
2024-03-15,688676,102223111.0,40466331.0,16656517.0,130763.0
2024-03-15,688728,172474746.0,3442609.0,6640794.0,2291151.0
2024-03-15,688766,142269820.0,8941635.0,8909955.0,64339.0
2024-03-15,688981,3352423363.0,84834896.0,89773817.0,2092244.0
2024-04-15,600183,541909064.0,12141424.0,7981882.0,92900.0
2024-04-15,600406,487741187.0,29085985.0,18145204.0,478743.0
2024-04-15,600584,1775791039.0,66815998.0,66794113.0,594231.0
2024-04-15,600703,4766486465.0,22789103.0,22923414.0,1153600.0
2024-04-15,600745,2533852882.0,42880475.0,45196530.0,146000.0
2024-04-15,600900,7845584142.0,70049345.0,175099741.0,1588149.0
2024-04-15,601138,2587575234.0,272760367.0,292289832.0,836200.0
2024-04-15,601985,1150326774.0,201720426.0,167444980.0,1877500.0
2024-04-15,603019,5379062606.0,507710961.0,338458768.0,1013871.0
2024-04-15,603083,831850042.0,47383478.0,53410606.0,230659.0
2024-04-15,603501,2262392677.0,46446852.0,38041367.0,254470.0
2024-04-15,603986,2706864243.0,152206833.0,103189560.0,288465.0
2024-04-15,605358,755094667.0,8846678.0,7980205.0,440441.0
2024-04-15,688008,1171732349.0,133407477.0,120166725.0,1028905.0
2024-04-15,688012,955198595.0,70909281.0,85281896.0,267624.0
2024-04-15,688017,317005126.0,15467452.0,29850868.0,810118.0
2024-04-15,688019,236320050.0,6297390.0,10112522.0,527577.0
2024-04-15,688041,1932661574.0,164446969.0,202553217.0,5388661.0
2024-04-15,688110,615483807.0,12736468.0,22140596.0,2116606.0
2024-04-15,688123,215426988.0,24070216.0,15051432.0,190588.0
2024-04-15,688126,558986350.0,9703339.0,8138057.0,3374591.0
2024-04-15,688160,83892354.0,4618105.0,13860118.0,6221.0
2024-04-15,688256,1006124017.0,88536853.0,89036564.0,746584.0
2024-04-15,688320,146523207.0,8303285.0,7214724.0,34785.0
2024-04-15,688396,624765641.0,11629150.0,10573266.0,2398592.0
2024-04-15,688498,317279501.0,35512293.0,54118499.0,144287.0
2024-04-15,688525,672382215.0,90507621.0,108885876.0,219036.0
2024-04-15,688676,80772067.0,13374199.0,16847195.0,126883.0
2024-04-15,688728,177580552.0,3069823.0,4411396.0,3703251.0
2024-04-15,688766,148087285.0,15115451.0,15484249.0,123912.0
2024-04-15,688981,3337107654.0,88427116.0,97517012.0,1785462.0
2024-05-15,600183,461444250.0,21979825.0,21978470.0,121500.0
2024-05-15,600406,726472643.0,57021841.0,60101385.0,396483.0
2024-05-15,600584,1606210261.0,79683398.0,76217063.0,314631.0
2024-05-15,600703,4606228452.0,20165858.0,27265147.0,654100.0
2024-05-15,600745,2464912234.0,31322212.0,29635636.0,203900.0
2024-05-15,600900,8307476673.0,105953652.0,78337092.0,1390000.0
2024-05-15,601138,2623262361.0,570536732.0,432413900.0,1253700.0
2024-05-15,601985,1286868589.0,106068390.0,83041838.0,1069700.0
2024-05-15,603019,5346237439.0,188611474.0,197714142.0,1119575.0
2024-05-15,603083,752390778.0,25562507.0,22340339.0,250073.0
2024-05-15,603501,2104127984.0,43653609.0,47498918.0,199575.0
2024-05-15,603986,2642166053.0,181114905.0,179375312.0,554025.0
2024-05-15,605358,767933023.0,7739678.0,7268297.0,453434.0
2024-05-15,688008,1220277627.0,69809658.0,78352758.0,662608.0
2024-05-15,688012,1182431219.0,42458584.0,27557394.0,292126.0
2024-05-15,688017,326462255.0,9338821.0,15337500.0,604565.0
2024-05-15,688019,189519920.0,3890963.0,7923942.0,465571.0
2024-05-15,688041,1950364894.0,108316828.0,74633753.0,5044602.0
2024-05-15,688110,557551003.0,16771473.0,14718309.0,1673574.0
2024-05-15,688123,218178694.0,18191127.0,19627823.0,153629.0
2024-05-15,688126,512879056.0,6837175.0,6928391.0,3433901.0
2024-05-15,688160,98269693.0,4960957.0,8185912.0,6418.0
2024-05-15,688256,1193786128.0,196621885.0,201095797.0,656057.0
2024-05-15,688320,147336406.0,2262563.0,4364519.0,46271.0
2024-05-15,688396,623835187.0,13909332.0,10268294.0,1846622.0
2024-05-15,688498,284855970.0,10260689.0,19345634.0,124704.0
2024-05-15,688525,749597323.0,83968133.0,88433681.0,177544.0
2024-05-15,688676,109625198.0,54847959.0,27211388.0,130416.0
2024-05-15,688728,190459868.0,5449188.0,3761964.0,5587239.0
2024-05-15,688766,85405030.0,4797590.0,4961803.0,148361.0
2024-05-15,688981,3358368610.0,120785255.0,98230125.0,1654484.0
2024-07-15,600183,465835992.0,20508955.0,28365360.0,205200.0
2024-07-15,600406,671185056.0,22013755.0,18758562.0,585583.0
2024-07-15,600584,1407061557.0,169585221.0,130007024.0,976631.0
2024-07-15,600703,4520188020.0,13912034.0,14896283.0,826000.0
2024-07-15,600745,2416365850.0,26611303.0,47058665.0,650099.0
2024-07-15,600900,8702478968.0,113375947.0,181884719.0,2195600.0
2024-07-15,601138,2162255347.0,200185598.0,193765705.0,1375509.0
2024-07-15,601985,1280760953.0,101525338.0,115688666.0,2000200.0
2024-07-15,603019,4944441544.0,89836118.0,116128750.0,954600.0
2024-07-15,603083,703813858.0,13708777.0,20100270.0,231213.0
2024-07-15,603501,2622224059.0,109724823.0,109904036.0,290905.0
2024-07-15,603986,2224562284.0,51506237.0,55161627.0,300700.0
2024-07-15,605358,793748547.0,25204300.0,31417377.0,1039370.0
2024-07-15,688008,1099798138.0,186951734.0,143005043.0,740934.0
2024-07-15,688012,1096970263.0,41312858.0,62317604.0,301067.0
2024-07-15,688017,335771774.0,17305420.0,14306928.0,472295.0
2024-07-15,688019,133480252.0,10413237.0,11565560.0,324215.0
2024-07-15,688041,1500981150.0,79066166.0,137951216.0,2565916.0
2024-07-15,688110,570510325.0,12623436.0,7630717.0,1125165.0
2024-07-15,688123,172626641.0,15502136.0,10652587.0,123816.0
2024-07-15,688126,505107019.0,9275187.0,11904847.0,4499088.0
2024-07-15,688160,83360334.0,1713082.0,3934808.0,5283.0
2024-07-15,688256,1168704235.0,126986394.0,151959876.0,250669.0
2024-07-15,688320,165445802.0,1190129.0,1624528.0,36694.0
2024-07-15,688396,615738918.0,7879347.0,6649444.0,1070953.0
2024-07-15,688498,280501593.0,14788466.0,23919343.0,157949.0
2024-07-15,688525,858777916.0,139210388.0,132922891.0,405914.0
2024-07-15,688676,96210369.0,16984807.0,6740424.0,88690.0
2024-07-15,688728,216543577.0,9585802.0,6952065.0,3266377.0
2024-07-15,688766,78923326.0,8158007.0,12076501.0,121843.0
2024-07-15,688981,3073440161.0,118319941.0,131242362.0,1601110.0
2024-08-15,600183,487066401.0,14279773.0,8736416.0,173900.0
2024-08-15,600406,624458336.0,12213011.0,20943253.0,439297.0
2024-08-15,600584,1405137109.0,65064677.0,62221149.0,342937.0
2024-08-15,600703,4517164028.0,23659842.0,23697133.0,304700.0
2024-08-15,600745,2427785404.0,40760679.0,30771582.0,273900.0
