持股日期,当日收盘价,当日涨跌幅,持股数量,持股市值,持股数量占A股百分比,今日增持股数,今日增持资金,今日持股市值变化
2020-06-15,27.5,-4.547032280458,174900,4809750.0,0.05,,,
2020-06-16,28.02,1.890909090909,315600,8843112.0,0.1,140700.0,3936251.34,4033362.0
2020-06-17,27.66,-1.284796573876,264500,7316070.0,0.08,-51100.0,-1412347.79,-1527042.0
2020-06-18,28.03,1.337671728127,207900,5827437.0,0.06,-56600.0,-1583560.46,-1488633.0
2020-06-19,28.57,1.926507313593,195900,5596863.0,0.06,-12000.0,-339608.4,-230574.0
2020-06-22,29.99,4.970248512426,301800,9050982.0,0.09,105900.0,3132733.8,3454119.0
2020-06-23,29.88,-0.366788929643,231900,6929172.0,0.07,-69900.0,-2080510.59,-2121810.0
2020-06-24,30.3,1.40562248996,237000,7181100.0,0.07,5100.0,153463.59,251928.0
2020-06-29,30.51,0.693069306931,237100,7233921.0,0.07,100.0,3039.14,52821.0
2020-07-02,30.75,0.985221674877,576380,17723685.0,0.18,339280.0,10415828.144,10489764.0
2020-07-03,31.06,1.008130081301,580973,18045021.38,0.18,4593.0,141366.1098,321336.38
2020-07-06,33.28,7.147456535737,680116,22634260.48,0.21,99143.0,3229603.0536,4589239.1
2020-07-07,33.36,0.240384615385,664847,22179295.92,0.21,-15269.0,-525394.0748,-454964.56
2020-07-08,34.4,3.117505995204,614601,21142274.4,0.19,-50246.0,-1706811.3986,-1037021.52
2020-07-09,34.25,-0.436046511628,786601,26941084.25,0.25,172000.0,5916559.2,5798809.85
2020-07-10,34.83,1.693430656934,861528,30007020.24,0.27,74927.0,2570385.7204,3065935.99
2020-07-13,36.93,6.029285099053,1640292,60575983.56,0.52,778764.0,28236347.2356,30568963.32
2020-07-14,34.59,-6.336311941511,1684113,58253468.67,0.53,43821.0,1541504.4633,-2322514.89
2020-07-15,31.81,-8.037004914715,1869443,59466981.83,0.59,185330.0,6121005.108,1213513.16
2020-07-16,30.48,-4.181075133606,1739724,53026787.52,0.55,-129719.0,-4067313.3012,-6440194.31
2020-07-17,29.87,-2.001312335958,1593268,47590915.16,0.5,-146456.0,-4401603.2696,-5435872.36
2020-07-20,31.22,4.51958486776,1544268,48212046.96,0.49,-49000.0,-1486150.4,621131.8
2020-07-21,31.59,1.185137732223,1294752,40901215.68,0.41,-249516.0,-7832082.6756,-7310831.28
2020-07-22,31.69,0.316555872111,1347407,42699327.83,0.42,52655.0,1685123.2305,1798112.15
2020-07-23,30.95,-2.335121489429,848907,26273671.65,0.27,-498500.0,-15345475.05,-16425656.18
2020-07-24,28.93,-6.526655896607,867239,25089224.27,0.27,18332.0,545959.9576,-1184447.38
2020-07-27,28.42,-1.762875907363,645449,18343660.58,0.2,-221790.0,-6310147.29,-6745563.69
2020-07-28,28.64,0.774102744546,618873,17724522.72,0.19,-26576.0,-757782.7488,-619137.86
2020-07-29,29.39,2.618715083799,841971,24745527.69,0.26,223098.0,6515733.2586,7021004.97
2020-07-30,29.01,-1.292956788023,644496,18696828.96,0.2,-197475.0,-5766882.1725,-6048698.73
2020-07-31,30.21,4.136504653568,1044771,31562531.91,0.33,400275.0,11902177.125,12865702.95
2020-08-03,31.82,5.329361138696,1158535,36864583.7,0.36,113764.0,3590073.3008,5302051.79
2020-08-04,30.87,-2.985543683218,1141335,35233011.45,0.36,-17200.0,-535546.08,-1631572.25
2020-08-05,31.5,2.040816326531,1252611,39457246.5,0.39,111276.0,3524867.5968,4224235.05
2020-08-06,31.08,-1.333333333333,739769,22992020.52,0.23,-512842.0,-15829329.8878,-16465225.98
2020-08-07,30.12,-3.088803088803,738393,22240397.16,0.23,-1376.0,-41427.6448,-751623.36
