持股日期,当日收盘价,当日涨跌幅,持股数量,持股市值,持股数量占A股百分比,今日增持股数,今日增持资金,今日持股市值变化
2021-02-01,87.88,0.422808821849,939010,82520198.8,0.22,,,
2021-02-02,89.19,1.490669094219,950215,84749675.85,0.22,11205.0,999598.05,2229477.05
2021-02-03,87.2,-2.23119183765,2241455,195454876.0,0.53,1291240.0,116650621.6,110705200.15
2021-02-04,91.45,4.873853211009,3066941,280471754.45,0.72,825486.0,73509528.3,85016878.45
2021-02-05,88.88,-2.810278840897,3110287,276442308.56,0.74,43346.0,3918911.86,-4029445.89
2021-02-08,95.5,7.448244824482,3551810,339197855.0,0.84,441523.0,41794567.18,62755546.44
2021-02-09,96.63,1.183246073298,3493450,337572073.5,0.83,-58360.0,-5579216.0,-1625781.5
2021-02-10,93.39,-3.352995963986,3810526,355865023.14,0.9,317076.0,29557824.72,18292949.64
2021-02-18,93.88,0.524681443409,4318017,405375435.96,1.02,507491.0,48003573.69,49510412.82
2021-02-19,90.5,-3.600340860673,4433389,401221704.5,1.05,115372.0,10455010.64,-4153731.46
2021-02-22,88.95,-1.71270718232,4795516,426561148.2,1.13,362127.0,33011497.32,25339443.7
2021-02-23,86.7,-2.529510961214,4770363,413590472.1,1.13,-25153.0,-2199126.79,-12970676.1
2021-02-24,84.39,-2.664359861592,5718002,482542188.78,1.35,947639.0,80520885.83,68951716.68
2021-02-25,78.8,-6.624007583837,5644449,444782581.2,1.33,-73553.0,-6014428.81,-37759607.58
2021-02-26,74.14,-5.913705583756,7602287,563633558.18,1.8,1957838.0,147033633.8,118850976.98
2021-03-01,76.21,2.792015106555,7434845,566609537.45,1.76,-167442.0,-12620103.54,2975979.27
2021-03-02,75.6,-0.800419892403,7798488,589565692.8,1.85,363643.0,27425955.06,22956155.35
2021-03-03,75.36,-0.31746031746,8352672,629457361.92,1.98,554184.0,40854444.48,39891669.12
2021-03-04,74.61,-0.995222929936,8019116,598306244.76,1.9,-333556.0,-25076740.08,-31151117.16
