持股日期,当日收盘价,当日涨跌幅,持股数量,持股市值,持股数量占A股百分比,今日增持股数,今日增持资金,今日持股市值变化
2023-03-13,38.66,1.844046364594,164455,6357830.3,0.08,,,
2023-03-14,38.2,-1.189860320745,239753,9158564.6,0.12,75298.0,2863582.94,2800734.3
2023-03-15,38.42,0.575916230366,504276,19374283.92,0.26,264523.0,10369301.6,10215719.32
2023-03-16,36.63,-4.659031754295,571332,20927891.16,0.29,67056.0,2494483.2,1553607.24
2023-03-17,35.92,-1.938301938302,524525,18840938.0,0.27,-46807.0,-1699562.17,-2086953.16
2023-03-20,36.34,1.169265033408,541793,19688757.62,0.28,17268.0,613877.4,847819.62
2023-03-21,36.6,0.715465052284,480087,17571184.2,0.25,-61706.0,-2241778.98,-2117573.42
2023-03-22,36.58,-0.054644808743,409442,14977388.36,0.21,-70645.0,-2606800.5,-2593795.84
2023-03-23,35.6,-2.679059595407,552979,19686052.4,0.28,143537.0,5155849.04,4708664.04
2023-03-24,36.57,2.724719101124,742349,27147702.93,0.38,189370.0,6870343.6,7461650.53
2023-03-27,35.71,-2.351654361498,788789,28167655.19,0.41,46440.0,1669053.6,1019952.26
2023-03-28,34.4,-3.668440212826,1128881,38833506.4,0.58,340092.0,11913422.76,10665851.21
2023-03-29,34.0,-1.162790697674,1478689,50275426.0,0.77,349808.0,11917958.56,11441919.6
2023-03-30,34.0,0.0,1915784,65136656.0,0.99,437095.0,14830633.35,14861230.0
2023-03-31,34.35,1.029411764706,2205441,75756898.35,1.14,289657.0,9993166.5,10620242.35
2023-04-03,33.91,-1.280931586608,2989436,101371774.76,1.55,783995.0,26663669.95,25614876.41
2023-04-04,32.77,-3.361840165143,4229253,138592620.81,2.2,1239817.0,40827173.81,37220846.05
2023-04-11,32.59,-4.203409758965,3006235,97973198.65,1.56,-1223018.0,-41032253.9,-40619422.16
2023-04-12,32.37,-0.675053697453,3485276,112818384.12,1.81,479041.0,15396377.74,14845185.47
2023-04-13,33.2,2.564102564103,3418829,113505122.8,1.78,-66447.0,-2194079.94,686738.68
2023-04-14,33.19,-0.030120481928,3393912,112643939.28,1.76,-24917.0,-829486.93,-861183.52
2023-04-17,33.27,0.241036456764,3548126,118046152.02,1.84,154214.0,5221686.04,5402212.74
2023-04-18,34.52,3.75713856327,3405878,117570908.56,1.77,-142248.0,-4900443.6,-475243.46
2023-04-19,34.83,0.898030127462,3191148,111147684.84,1.66,-214730.0,-7506960.8,-6423223.72
2023-04-20,33.51,-3.789836347976,3094217,103687211.67,1.61,-96931.0,-3283052.97,-7460473.17
2023-04-21,33.6,0.268576544315,2717283,91300708.8,1.41,-376934.0,-13030608.38,-12386502.87
2023-04-24,33.45,-0.446428571429,2398048,80214705.6,1.24,-319235.0,-10684795.45,-11086003.2
2023-04-25,32.6,-2.54110612855,2368636,77217533.6,1.23,-29412.0,-969125.4,-2997172.0
2023-04-26,35.87,10.030674846626,2818479,101098841.73,1.46,449843.0,15793987.73,23881308.13
2023-04-27,33.75,-5.910231391135,1349369,45541203.75,0.7,-1469110.0,-50199488.7,-55557637.98
2023-04-28,32.66,-2.507462686567,556624,18179339.84,0.28,-792745.0,-25898979.15,-27361863.91
2023-05-04,32.45,-0.642988364972,753697,24457467.65,0.39,197073.0,6440345.64,6278127.81
2023-05-05,31.63,-2.526964560863,677191,21419551.33,0.35,-76506.0,-2402288.4,-3037916.32
2023-05-08,31.66,0.094846664559,676595,21420997.7,0.35,-596.0,-18857.44,1446.37
2023-05-09,29.32,-7.391029690461,1291713,37873025.16,0.67,615118.0,18281306.96,16452027.46
2023-05-10,30.45,3.854024556617,1036393,31558166.85,0.53,-255320.0,-7636621.2,-6314858.31
2023-05-11,31.34,2.922824302135,1179899,36978034.66,0.61,143506.0,4440075.64,5419867.81
2023-05-12,29.84,-4.786215698787,987961,29480756.24,0.51,-191938.0,-5840673.34,-7497278.42
2023-05-15,31.41,5.261394101877,1061741,33349284.81,0.55,73780.0,2296771.4,3868528.57
2023-05-16,32.63,3.884113339701,1438557,46940114.91,0.74,376816.0,12291737.92,13590830.1
2023-05-17,32.7,0.214526509347,1596774,52214509.8,0.83,158217.0,5172113.73,5274394.89
2023-05-18,32.46,-0.733944954128,1582714,51374896.44,0.82,-14060.0,-458777.8,-839613.36
2023-05-19,32.32,-0.431300061614,1515312,48974883.84,0.78,-67402.0,-2186520.88,-2400012.6
2023-05-22,32.37,0.154702970297,1680776,54406719.12,0.87,165464.0,5412327.44,5431835.28
2023-05-23,32.77,1.235712079086,1474872,48331555.44,0.76,-205904.0,-6722765.6,-6075163.68
2023-05-24,32.58,-0.579798596277,1498225,48812170.5,0.78,23353.0,762942.51,480615.06
2023-05-25,33.75,3.591160220994,1799916,60747165.0,0.93,301691.0,10091563.95,11934994.5
