持股日期,当日收盘价,当日涨跌幅,持股数量,持股市值,持股数量占A股百分比,今日增持股数,今日增持资金,今日持股市值变化
2017-03-16,22.92,0.702987697715,12459615,285574375.8,0.74,,,
2017-03-17,22.48,-1.919720767888,12349612,277619277.76,0.74,-110003.0,-2514536.5764,-7955098.04
2017-03-20,22.46,-0.08896797153,12325712,276835491.52,0.74,-23900.0,-532422.69,-783786.24
2017-03-21,22.5,0.178094390027,12349312,277859520.0,0.74,23600.0,531328.04,1024028.48
2017-03-22,22.15,-1.555555555556,12152108,269169192.2,0.72,-197204.0,-4356137.758,-8690327.8
2017-03-23,22.2,0.225733634312,12162708,270012117.6,0.73,10600.0,236190.26,842925.4
2017-03-24,22.78,2.612612612613,12140308,276556216.24,0.72,-22400.0,-503910.4,6544098.64
2017-03-27,22.33,-1.975417032485,12114764,270522680.12,0.72,-25544.0,-576313.5104,-6033536.12
2017-03-28,22.22,-0.492610837438,12111364,269114508.08,0.72,-3400.0,-75685.02,-1408172.04
2017-03-29,22.01,-0.945094509451,12267531,270008357.31,0.73,156167.0,3478088.9572,893849.23
2017-03-30,21.8,-0.954111767378,12340231,269017035.8,0.74,72700.0,1595270.64,-991321.51
2017-03-31,21.95,0.688073394495,13392407,293963333.65,0.8,1052176.0,23084110.1344,24946297.85
2017-04-05,22.57,2.824601366743,13426407,303034005.99,0.8,34000.0,767067.2,9070672.34
2017-04-06,22.68,0.48737261852,14808001,335845462.68,0.88,1381594.0,31266715.6546,32811456.69
2017-04-07,22.97,1.278659611993,15791196,362723772.12,0.94,983195.0,22520376.4335,26878309.44
2017-04-10,22.99,0.087070091424,18940805,435449106.95,1.13,3149609.0,72692660.7591,72725334.83
2017-04-11,23.0,0.043497172684,21036423,483837729.0,1.26,2095618.0,47857418.7042,48388622.05
2017-04-12,23.14,0.608695652174,21347609,493983672.26,1.28,311186.0,7213758.259,10145943.26
2017-04-18,22.8,-3.79746835443,18537567,422656527.6,1.11,-2810042.0,-65915436.1982,-71327144.66
2017-04-19,23.13,1.447368421053,18517830,428317407.9,1.11,-19737.0,-452328.6186,5660880.3
2017-04-20,22.94,-0.821444012105,18485830,424064940.2,1.11,-32000.0,-739689.6,-4252467.7
2017-04-21,23.56,2.702702702703,19405607,457196100.92,1.16,919777.0,21601146.8004,33131160.72
2017-04-24,23.34,-0.933786078098,19927776,465114291.84,1.19,522169.0,12179644.1419,7918190.92
2017-04-25,23.68,1.456726649529,20011676,473876487.68,1.2,83900.0,1995880.32,8762195.84
2017-04-26,23.92,1.013513513514,20015176,478763009.92,1.2,3500.0,84290.15,4886522.24
2017-04-27,23.73,-0.794314381271,20203076,479418993.48,1.21,187900.0,4412512.07,655983.56
2017-04-28,23.49,-1.011378002528,20219076,474946095.24,1.21,16000.0,378187.2,-4472898.24
2017-05-04,23.71,1.716001716002,21982192,521197772.32,1.32,1763116.0,41466196.2692,46251677.08
2017-05-05,23.06,-2.741459299873,23748007,547629041.42,1.42,1765815.0,41182690.593,26431269.1
2017-05-08,21.9,-5.030355594102,23789003,520979165.7,1.42,40996.0,915735.8512,-26649875.72
2017-05-09,22.29,1.780821917808,25954484,578525448.36,1.55,2165481.0,47076474.1995,57546282.66
2017-05-10,21.87,-1.884253028264,27500104,601427274.48,1.65,1545620.0,34340430.598,22901826.12
2017-05-11,22.19,1.463191586648,28183926,625401317.94,1.69,683822.0,15012286.277,23974043.46
2017-05-12,22.69,2.253267237494,28464017,645848545.73,1.7,280091.0,6276475.1917,20447227.79
2017-05-15,23.0,1.366240634641,29797472,685341856.0,1.78,1333455.0,30649063.1385,39493310.27
2017-05-16,23.23,1.0,30739008,714067155.84,1.84,941536.0,21676700.8672,28725299.84
2017-05-17,23.24,0.043047783039,31633295,735157775.8,1.89,894287.0,20918535.5031,21090619.96
2017-05-18,23.25,0.043029259897,32760314,761677300.5,1.96,1127019.0,26209164.9507,26519524.7
2017-05-19,23.09,-0.688172043011,33525894,774112892.46,2.01,765580.0,17714602.504,12435591.96
2017-05-22,23.39,1.299263750541,34216717,800329010.63,2.05,690823.0,16075796.6215,26216118.17
2017-05-23,23.45,0.256519880291,34266637,803552637.65,2.05,49920.0,1167134.592,3223627.02
2017-05-24,22.95,-2.132196162047,34424576,790044019.2,2.06,157939.0,3624636.8744,-13508618.45
2017-05-25,22.9,-0.217864923747,34683793,794258859.7,2.08,259217.0,5932958.696,4214840.5
2017-05-26,22.48,-0.662836942112,35246303,792336891.44,2.11,562510.0,12599605.239,-1921968.26
2017-05-31,23.0,2.313167259786,35666086,820319978.0,2.14,419783.0,9564881.5899,27983086.56
2017-06-01,22.9,-0.434782608696,35624429,815799424.1,2.13,-41657.0,-952749.7441,-4520553.9
2017-06-02,22.45,-1.965065502183,36031491,808906972.95,2.16,407062.0,9194919.987,-6892451.15
2017-06-05,22.11,-1.514476614699,33370682,737825779.02,2.0,-2660809.0,-59335774.6191,-71081193.93
2017-06-06,22.44,1.492537313433,33441182,750420124.08,2.0,70500.0,1572833.85,12594345.06
2017-06-07,23.17,3.25311942959,34292532,794557966.44,2.05,851350.0,19418016.475,44137842.36
2017-06-08,23.44,1.165299956841,34585327,810680064.88,2.07,292795.0,6785172.771,16122098.44
2017-06-09,23.41,-0.127986348123,35758249,837100609.09,2.14,1172922.0,27318409.0098,26420544.21
2017-06-12,23.69,1.196070055532,36175569,856999229.61,2.17,417320.0,9811026.272,19898620.52
2017-06-13,23.99,1.266357112706,37039625,888580603.75,2.22,864056.0,20776312.9256,31581374.14
2017-06-14,23.95,-0.166736140058,38744053,927920069.35,2.32,1704428.0,40791223.11,39339465.6
2017-06-15,23.86,-0.375782881002,41173070,982389450.2,2.47,2429017.0,58343773.8315,54469380.85
2017-06-16,24.02,0.670578373847,43458619,1043876028.38,2.6,2285549.0,54913057.3838,61486578.18
2017-06-19,24.7,2.830974188177,46461189,1147591368.3,2.79,3002570.0,73459076.078,103715339.92
2017-06-20,24.81,0.445344129555,46504095,1153766596.95,2.79,42906.0,1072075.0596,6175228.65
2017-06-21,25.15,1.370415155179,46663822,1173595123.3,2.8,159727.0,4019002.8559,19828526.35
2017-06-22,24.81,-1.351888667992,48520191,1203785938.71,2.91,1856369.0,46626048.8992,30190815.41
2017-06-23,25.48,2.700523982265,48738345,1241853030.6,2.92,218154.0,5466742.9014,38067091.89
2017-06-26,25.49,0.039246467818,48762902,1242966371.98,2.92,24557.0,626525.1967,1113341.38
2017-06-27,25.5,0.039231071008,49008369,1249713409.5,2.94,245467.0,6290607.3557,6747037.52
2017-06-28,24.69,-3.176470588235,49092069,1212083183.61,2.94,83700.0,2084104.89,-37630225.89
2017-06-29,25.38,2.794653705954,49475372,1255684941.36,2.97,383303.0,9657242.4244,43601757.75
2017-06-30,25.54,0.630417651694,49497672,1264170542.88,2.97,22300.0,570697.14,8485601.52
2017-07-03,24.56,-3.837118245889,50188987,1232641520.72,3.01,691315.0,17021419.667,-31529022.16
2017-07-04,24.72,0.651465798046,51339010,1269100327.2,3.08,1150023.0,27992249.8338,36458806.48
2017-07-05,24.53,-0.768608414239,52854741,1296526796.73,3.17,1515731.0,37137531.5234,27426469.53
2017-07-06,24.88,1.426824296779,52859590,1315146599.2,3.17,4849.0,121157.5989,18619802.47
2017-07-07,24.51,-1.487138263666,52907590,1296765030.9,3.17,48000.0,1183516.8,-18381568.3
2017-07-10,24.34,-0.693594451244,53639265,1305579710.1,3.22,731675.0,17616026.8025,8814679.2
2017-07-11,24.21,-0.534100246508,53685264,1299720241.44,3.22,45999.0,1118074.6935,-5859468.66
2017-07-12,24.64,1.776125567947,55418264,1365506024.96,3.32,1733000.0,42252446.3,65785783.52
2017-07-13,24.02,-2.516233766234,55548063,1334264473.26,3.33,129799.0,3138526.8401,-31241551.7
2017-07-14,24.57,2.289758534555,55335240,1359586846.8,3.32,-212823.0,-5207097.7764,25322373.54
2017-07-17,23.71,-3.500203500204,57194458,1356080599.18,3.43,1859218.0,44706198.2626,-3506247.62
2017-07-18,24.1,1.644875579924,58291801,1404832404.1,3.5,1097343.0,26284327.6761,48751804.92
2017-07-19,24.38,1.161825726141,58966395,1437600710.1,3.54,674594.0,16361265.579,32768306.0
2017-07-20,24.74,1.476620180476,59548898,1473239736.52,3.57,582503.0,14512479.742,35639026.42
2017-07-21,24.74,0.0,59592797,1474325797.78,3.57,43899.0,1093181.6778,1086061.26
2017-07-24,24.99,1.010509296686,59628197,1490108643.03,3.58,35400.0,881134.32,15782845.25
2017-07-25,25.16,0.680272108844,61010968,1535035954.88,3.66,1382771.0,35101918.3892,44927311.85
2017-07-26,24.87,-1.152623211447,62329182,1550126756.34,3.74,1318214.0,32861097.699,15090801.46
2017-07-27,25.58,2.854845195014,62404629,1596310409.82,3.74,75447.0,1903256.2008,46183653.48
2017-07-28,24.96,-2.423768569195,62543877,1561095169.92,3.75,139248.0,3531607.776,-35215239.9
2017-07-31,24.84,-0.480769230769,62585076,1554613287.84,3.75,41199.0,1027787.3331,-6481882.08
2017-08-01,24.21,-2.536231884058,62941168,1523805677.28,3.77,356092.0,8621806.3316,-30807610.56
2017-08-02,24.7,2.023957042544,63641057,1571934107.9,3.82,699889.0,17179755.3496,48128430.62
2017-08-03,24.62,-0.323886639676,63570453,1565104552.86,3.81,-70604.0,-1756422.7684,-6829555.04
2017-08-04,24.61,-0.04061738424,63551852,1564011077.72,3.81,-18601.0,-457820.8327,-1093475.14
2017-08-07,24.98,1.503453880536,63658452,1590188130.96,3.82,106600.0,2661237.02,26177053.24
2017-08-08,24.76,-0.880704563651,63915908,1582557882.08,3.83,257456.0,6425895.7952,-7630248.88
2017-08-09,24.98,0.888529886914,64291194,1605994026.12,3.86,375286.0,9377196.2248,23436144.04
2017-08-10,25.02,0.160128102482,64289732,1608529094.64,3.86,-1462.0,-36646.492,2535068.52
2017-08-11,24.73,-1.159072741807,64393733,1592457017.09,3.86,104001.0,2582240.829,-16072077.55
2017-08-14,25.41,2.749696724626,64333716,1634719723.56,3.86,-60017.0,-1512668.468,42262706.47
2017-08-15,25.59,0.708382526564,64352416,1646778325.44,3.86,18700.0,476102.0,12058601.88
2017-08-16,25.95,1.406799531067,64654549,1677785546.55,3.88,302133.0,7797116.1177,31007221.11
2017-08-17,26.43,1.849710982659,65366626,1727639925.18,3.92,712077.0,18771346.6278,49854378.63
2017-08-18,25.96,-1.778282255013,65015124,1687792619.04,3.9,-351502.0,-9161337.2268,-39847306.14
2017-08-21,25.8,-0.616332819723,65058875,1678518975.0,3.9,43751.0,1126728.2532,-9273644.04
2017-08-22,25.82,0.077519379845,65889900,1701277218.0,3.95,831025.0,21444433.92,22758243.0
2017-08-24,25.33,-2.950191570881,66168515,1676048484.95,3.97,278615.0,7116551.499,-25228733.05
2017-08-25,25.71,1.500197394394,66219415,1702501159.65,3.97,50900.0,1309631.55,26452674.7
2017-08-28,26.28,2.217036172695,66690921,1752637403.88,4.0,471506.0,12471050.7964,50136244.23
2017-08-29,26.47,0.72298325723,67153820,1777561615.4,4.03,462899.0,12254278.9371,24924211.52
2017-08-30,26.53,0.226671703816,67250221,1784148363.13,4.03,96401.0,2537833.4458,6586747.73
2017-08-31,26.4,-0.490011307953,69069894,1823445201.6,4.14,1819673.0,48422044.4319,39296838.47
2017-09-01,26.88,1.818181818182,69300713,1862803165.44,4.16,230819.0,6135722.9856,39357963.84
2017-09-04,27.6,2.678571428571,70266983,1939368730.8,4.21,966270.0,26364580.323,76565565.36
2017-09-05,27.75,0.54347826087,73144477,2029759236.75,4.39,2877494.0,79292512.4134,90390505.95
2017-09-06,28.12,1.333333333333,75852808,2132980960.96,4.55,2708331.0,75591684.8748,103221724.21
2017-09-07,27.89,-0.817923186344,77391250,2158441962.5,4.64,1538442.0,43629907.4316,25461001.54
2017-09-08,28.02,0.466116887773,77806627,2180141688.54,4.67,415377.0,11547729.8262,21699726.04
2017-09-11,28.49,1.677373304782,79821037,2274101344.13,4.79,2014410.0,57896762.133,93959655.59
2017-09-12,28.74,0.877500877501,82220155,2363007254.7,4.93,2399118.0,69106114.1664,88905910.57
2017-09-13,28.47,-0.939457202505,83892458,2388418279.26,5.03,1672303.0,47764485.5163,25411024.56
2017-09-14,27.85,-2.177730944854,84441024,2351682518.4,5.07,548566.0,15427157.0482,-36735760.86
2017-09-15,28.33,1.723518850987,84503900,2393995487.0,5.07,62876.0,1775379.3112,42312968.6
2017-09-18,28.0,-1.164842922697,84981234,2379474552.0,5.1,477334.0,13478766.5584,-14520935.0
2017-09-19,27.7,-1.071428571429,83597710,2315656567.0,5.02,-1383524.0,-38235484.3212,-63817985.0
2017-09-20,28.37,2.418772563177,82829734,2349879553.58,4.97,-767976.0,-21527365.6488,34222986.58
2017-09-21,28.19,-0.634473034896,82838195,2335208717.05,4.97,8461.0,241615.7004,-14670836.53
2017-09-22,28.48,1.028733593473,82752238,2356783738.24,4.96,-85957.0,-2424399.9936,21575021.19
2017-09-25,27.5,-3.441011235955,82235803,2261484582.5,4.93,-516435.0,-14314390.3995,-95299155.74
2017-09-26,27.47,-0.109090909091,82368376,2262659288.72,4.94,132573.0,3645691.2135,1174706.22
2017-09-27,28.15,2.475427739352,82398876,2319528359.4,4.94,30500.0,852487.2,56869070.68
2017-09-28,28.73,2.060390763766,82362676,2366279681.48,4.94,-36200.0,-1036500.12,46751322.08
2017-09-29,28.9,0.591715976331,81952578,2368429504.2,4.92,-410098.0,-11832188.5058,2149822.72
2017-10-09,29.5,2.076124567474,82763373,2441519503.5,4.97,810795.0,23840372.9415,73089999.3
2017-10-10,29.82,1.084745762712,83391504,2486734649.28,5.0,628131.0,18497767.0059,45215145.78
2017-10-11,29.5,-1.073105298457,81621990,2407848705.0,4.9,-1769514.0,-52339038.9948,-78885944.28
2017-10-12,30.03,1.796610169492,80253587,2410015217.61,4.81,-1368403.0,-41032111.3162,2166512.61
2017-10-13,29.9,-0.4329004329,79731179,2383962252.1,4.78,-522408.0,-15617700.6048,-26052965.51
2017-10-16,29.11,-2.642140468227,78616915,2288538395.65,4.72,-1114264.0,-32325801.4776,-95423856.45
2017-10-17,29.99,3.023016145654,78326312,2349006096.88,4.7,-290603.0,-8584354.4994,60467701.23
2017-10-18,30.1,0.366788929643,78289485,2356513498.5,4.7,-36827.0,-1102828.7074,7507401.62
2017-10-19,29.53,-1.893687707641,78183384,2308755329.52,4.69,-106101.0,-3155327.0289,-47758168.98
2017-10-20,29.69,0.541821876058,78570484,2332757669.96,4.71,387100.0,11389062.65,24002340.44
2017-10-23,29.68,-0.0336813742,77485864,2299780443.52,4.65,-1084620.0,-32281436.598,-32977226.44
2017-10-24,30.65,3.268194070081,77557264,2377130141.6,4.65,71400.0,2151096.36,77349698.08
2017-10-25,30.59,-0.195758564437,77291601,2364350074.59,4.64,-265663.0,-8079980.7472,-12780067.01
2017-10-26,30.0,-1.92873488068,76826841,2304805230.0,4.61,-464760.0,-14034683.052,-59544844.59
2017-10-27,30.3,1.0,76847441,2328477462.3,4.61,20600.0,621024.08,23672232.3
2017-10-30,29.93,-1.221122112211,76558330,2291390816.9,4.59,-289111.0,-8645980.0994,-37086645.4
2017-10-31,30.86,3.107250250585,76489002,2360450601.72,4.59,-69328.0,-2111564.4928,69059784.82
2017-11-01,30.58,-0.907323395982,75302965,2302764669.7,4.52,-1186037.0,-36336496.9653,-57685932.02
2017-11-02,30.13,-1.471550032701,75050924,2261284340.12,4.5,-252041.0,-7726165.6304,-41480329.58
2017-11-03,29.81,-1.062064387654,75310640,2245010178.4,4.52,259716.0,7731303.8028,-16274161.72
2017-11-06,29.9,0.30191211003,74410778,2224882262.2,4.46,-899862.0,-26972643.5604,-20127916.2
2017-11-07,28.63,-4.247491638796,73976679,2117952319.77,4.44,-434099.0,-12622079.5735,-106929942.43
2017-11-08,28.95,1.117708697171,73474374,2127083127.3,4.41,-502305.0,-14405002.329,9130807.53
2017-11-09,29.6,2.245250431779,74161419,2195178002.4,4.45,687045.0,20099638.884,68094875.1
