持股日期,当日收盘价,当日涨跌幅,持股数量,持股市值,持股数量占A股百分比,今日增持股数,今日增持资金,今日持股市值变化
2017-03-16,19.52,1.192327630897,25332928,494498754.56,2.57,,,
2017-03-17,19.34,-0.922131147541,25004859,483593973.06,2.53,-328069.0,-6497865.8416,-10904781.5
2017-03-20,19.07,-1.396070320579,25026383,477253123.81,2.54,21524.0,408880.666,-6340849.25
2017-03-21,19.18,0.576822233875,25164395,482653096.1,2.55,138012.0,2641922.3124,5399972.29
2017-03-22,19.07,-0.573514077164,25149795,479606590.65,2.55,-14600.0,-276989.74,-3046505.45
2017-03-23,19.54,2.464604090194,25479258,497864701.32,2.58,329463.0,6341075.5221,18258110.67
2017-03-24,19.73,0.972364380757,25384758,500841275.34,2.57,-94500.0,-1872763.2,2976574.02
2017-03-27,19.23,-2.534211860112,25161458,483854837.34,2.55,-223300.0,-4365202.38,-16986438.0
2017-03-28,19.25,0.104004160166,25180758,484729591.5,2.55,19300.0,372903.02,874754.16
2017-03-29,19.38,0.675324675325,25289556,490111595.28,2.56,108798.0,2100280.1112,5382003.78
2017-03-30,18.86,-2.683178534572,25384856,478758384.16,2.57,95300.0,1817390.06,-11353211.12
2017-03-31,18.88,0.106044538706,25304993,477758267.84,2.57,-79863.0,-1503884.1804,-1000116.32
2017-04-05,19.04,0.847457627119,25421753,484030177.12,2.58,116760.0,2223063.696,6271909.28
2017-04-06,19.39,1.838235294118,25420353,492900644.67,2.58,-1400.0,-26979.26,8870467.55
2017-04-07,19.47,0.412583806086,25466553,495833786.91,2.58,46200.0,897638.28,2933142.24
2017-04-10,18.79,-3.492552645095,25371453,476729601.87,2.57,-95100.0,-1803286.2,-19104185.04
2017-04-11,18.89,0.532197977648,25322073,478333958.97,2.57,-49380.0,-927218.136,1604357.1
2017-04-12,18.71,-0.952885124404,25282773,473040682.83,2.56,-39300.0,-739527.75,-5293276.14
2017-04-18,17.74,0.225988700565,25162873,446389367.02,2.55,-119900.0,-2149003.67,-26651315.81
2017-04-19,17.86,0.676437429538,25193882,449962732.52,2.55,31009.0,549299.6278,3573365.5
2017-04-20,17.85,-0.055991041433,25107782,448173908.7,2.55,-86100.0,-1531572.63,-1788823.82
2017-04-21,17.2,-3.641456582633,24580272,422780678.4,2.49,-527510.0,-9161318.921,-25393230.3
