持股日期,当日收盘价,当日涨跌幅,持股数量,持股市值,持股数量占A股百分比,今日增持股数,今日增持资金,今日持股市值变化
2023-01-12,40.82,-0.874210781933,3815810,155761364.2,0.19,20845,854228.1,-515294.5
2023-01-13,41.3,1.175894169525,3782425,156214152.5,0.19,-33385,-1371789.65,452788.3
2023-01-19,42.5,1.190476190476,4377150,186028875.0,0.22,2779,117496.12,2305293.0
2023-01-20,42.59,0.211764705882,4435895,188924768.05,0.22,58745,2503711.9,2895893.05
2023-02-02,43.42,-0.092038656236,4554447,197754088.74,0.23,-51120,-2226276.0,-2403853.08
2023-02-03,43.33,-0.207277752188,4469443,193660965.19,0.22,-85004,-3664522.44,-4093123.55
2023-02-08,42.62,-1.29689671144,4296770,183128337.4,0.21,29182,1253658.72,-1146112.44
2023-02-09,43.6,2.299389957766,4435417,193384181.2,0.22,138647,5985390.99,10255843.8
2023-02-10,43.07,-1.215596330275,4429221,190766548.47,0.22,-6196,-267667.2,-2617632.73
2023-02-13,42.98,-0.208962154632,4303319,184956650.62,0.21,-125902,-5428894.24,-5809897.85
2023-02-14,43.03,0.116333178222,4327024,186191842.72,0.22,23705,1021211.4,1235192.1
2023-02-15,42.86,-0.395073204741,4176337,178997803.82,0.21,-150687,-6464472.3,-7194038.9
2023-02-16,41.98,-2.05319645357,4175336,175280605.28,0.21,-1001,-42632.59,-3717198.54
2023-02-17,41.81,-0.404954740353,4032774,168610280.94,0.2,-142562,-5999008.96,-6670324.34
2023-02-23,42.16,-0.330969267139,3546169,149506485.04,0.18,-119255,-5036138.65,-5540950.16
2023-02-24,41.97,-0.450664136622,3471179,145685382.63,0.17,-74990,-3155579.2,-3821102.41
2023-03-01,42.37,0.832936696811,3387972,143548373.64,0.17,53683,2271864.56,3441549.86
2023-03-02,42.46,0.212414444182,3417854,145122080.84,0.17,29882,1269088.54,1573707.2
2023-03-08,42.84,0.257430376784,3291819,141021525.96,0.16,50931,2178318.87,2538381.72
2023-03-09,43.27,1.003734827264,3288705,142302265.35,0.16,-3114,-135178.74,1280739.39
2023-03-15,48.88,1.812122474484,3502750,171214420.0,0.17,30740,1514867.2,4523219.9
2023-03-16,49.31,0.879705400982,3435519,169405441.89,0.17,-67231,-3339363.77,-1808978.11
2023-03-22,52.3,0.364613317981,3734385,195308335.5,0.19,72527,3766327.11,4488915.12
