持股日期,当日收盘价,当日涨跌幅,持股数量,持股市值,持股数量占A股百分比,今日增持股数,今日增持资金,今日持股市值变化
2023-01-12,106.33,-0.718954248366,26635467,2832149206.11,4.01,-198821,-21095941.9692,-41803038.69
2023-01-13,108.43,1.974983541804,26216087,2842610313.41,3.95,-419380,-45368696.152,10461107.3
2023-01-19,118.83,1.8339189305,26028747,3092996006.01,3.92,-879470,-104158358.457,-46923835.72
2023-01-20,122.63,3.19784566187,25888194,3174669230.22,3.9,-140553,-17003314.8432,81673224.21
2023-02-02,117.09,1.817391304348,26804856,3138580589.04,4.04,18242,2138161.2378,58119979.04
2023-02-03,117.52,0.367238876078,26849713,3155378271.76,4.04,44857,5260447.6755,16797682.72
2023-02-08,113.08,-0.361265309719,27661687,3127983565.96,4.17,-119489,-13622570.4741,-24902098.28
2023-02-09,118.08,4.42164839052,27423706,3238191204.48,4.13,-237981,-27463483.362,110207638.52
2023-02-10,116.55,-1.295731707317,27762176,3235681612.8,4.18,338470,39715866.718,-2509591.68
2023-02-13,117.05,0.429000429,27290142,3194311121.1,4.11,-472034,-54834160.0338,-41370491.7
2023-02-14,115.86,-1.016659547202,26521034,3072726999.24,3.99,-769108,-89211221.1548,-121584121.86
2023-02-15,116.77,0.785430692215,27196372,3175720358.44,4.1,675338,77905438.4026,102993359.2
2023-02-16,113.33,-2.945962147812,27162335,3078307425.55,4.09,-34037,-3950953.6934,-97412932.89
2023-02-17,108.74,-4.050119121151,27905841,3034481150.34,4.2,743506,82310203.483,-43826275.21
2023-02-23,108.53,0.027649769585,28193605,3059851950.65,4.25,-52464,-5682643.4064,-4846535.85
2023-02-24,107.02,-1.391320372247,27205447,2911526937.94,4.1,-988158,-106175501.9682,-148325012.71
2023-03-01,104.5,-0.371818095147,27876133,2913055898.5,4.2,-27346,-2856486.5912,-13740013.81
2023-03-02,105.19,0.66028708134,27323830,2874193677.7,4.11,-552303,-58416425.5464,-38862220.8
2023-03-08,101.8,0.523353411672,26885546,2736948582.8,4.05,511556,52109396.162,66054615.5
2023-03-09,102.19,0.383104125737,27017586,2760927113.34,4.07,132040,13544293.488,23978530.54
2023-03-15,104.96,-0.0761614623,25606957,2687706206.72,3.86,-765629,-80693162.2034,-82470226.72
2023-03-16,105.28,0.30487804878,24998571,2631849554.88,3.76,-608386,-64253044.7478,-55856651.84
2023-03-22,106.05,-1.358013208074,24936416,2644506916.8,3.75,470410,49996209.702,14166611.74
2023-03-23,116.66,10.00471475719,27115591,3163304846.06,4.08,2179175,245859753.52,518797929.26
2023-03-29,115.02,5.716911764706,28090156,3230929743.12,4.23,121571,13703519.5913,187947695.12
2023-03-30,121.32,5.47730829421,31356665,3804190597.8,4.72,3266509,398907712.3345,573260854.68
2023-04-03,131.53,7.811475409836,28618615,3764206430.95,4.31,-2138416,-277619429.5168,11848648.95
2023-04-04,130.56,-0.737474340455,26799429,3498933450.24,4.04,-1819186,-238878587.0902,-265272980.71
2023-04-12,134.99,1.71036769138,27655787,3733254687.13,4.16,112562,15114285.0624,77717865.13
2023-04-13,128.31,-4.948514704793,28389344,3642636728.64,4.28,733557,95486307.7773,-90617958.49
2023-04-19,130.75,-1.625159882627,27819988,3637463431.0,4.19,-7472,-990082.5904,-61084277.6
2023-04-20,136.28,4.229445506692,28041646,3821515516.88,4.22,221658,29758384.4688,184052085.88
2023-04-26,110.98,-5.725450220863,29702651,3296400207.98,4.47,-186108,-20984440.0428,-222104501.5
2023-04-27,112.48,1.351594881961,28796582,3239039543.36,4.34,-906069,-102589753.1319,-57360664.62
2023-05-04,105.0,-3.199041209551,30354015,3187171575.0,4.57,1096320,116038894.08,13589398.35
2023-05-10,100.09,-1.641116352201,29886687,2991358501.83,4.5,-246001,-24651932.4107,-74943829.05
2023-05-11,100.83,0.739334598861,29450956,2969539893.48,4.43,-435731,-44043994.4917,-21818608.35
2023-05-17,109.45,3.186574903366,26864392,2940307704.4,4.04,-1286427,-139921577.3652,-45649666.93
2023-05-18,107.2,-2.055733211512,27670368,2966263449.6,4.16,805976,87391655.2896,25955745.2
2023-05-24,108.38,0.83736509118,28137451,3049536939.38,4.23,-605289,-65851993.0527,-39732755.82
2023-05-25,110.8,2.232884295996,27976413,3099786560.4,4.21,-161038,-17661746.0272,50249621.02
2023-05-31,110.8,-1.598579040853,28406426,3147432000.8,4.27,-30152,-3323869.0392,-54526682.0
2023-06-01,110.31,-0.442238267148,29152566,3215819555.46,4.38,746140,82203736.08,68387554.66
2023-06-07,103.24,0.174655540462,28599290,2952590699.6,4.3,-934168,-96602406.2968,-91127481.88
2023-06-08,101.13,-2.043781480046,28702108,2902644182.04,4.32,102818,10431965.689,-49946517.56
2023-06-09,103.25,2.096311678038,28309296,2922934812.0,4.26,-392812,-39830940.394,20290629.96
2023-06-14,112.2,0.232267286046,31425599,3525952207.8,4.73,767533,85941207.2831,94088299.76
2023-06-15,110.91,-1.149732620321,32032467,3552720914.97,4.82,606868,67695033.0376,26768707.17
2023-06-21,107.8,-4.904728299224,30960391,3337530149.8,4.66,-171258,-18714252.2016,-191553580.84
2023-06-28,105.05,-0.746409674981,29925717,3143696570.85,4.5,82649,8701195.8061,-14893746.27
2023-06-29,105.36,0.295097572584,28808903,3035306020.08,4.33,-1116814,-119852011.224,-108390550.77
2023-07-05,110.35,1.405991545672,28302344,3123163660.4,4.26,246828,27383320.4652,70162409.28
2023-07-06,110.44,0.081558676937,28086546,3101878140.24,4.22,-215798,-24021079.6144,-21285520.16
2023-07-12,113.21,-1.838203416284,30363108,3437407456.68,4.57,179601,20574372.156,-43656405.63
2023-07-13,118.25,4.45190354209,29271950,3461408087.5,4.4,-1091158,-128057648.1852,24000630.82
2023-07-19,114.6,-0.976410610905,30931451,3544744284.6,4.65,858098,98339232.1372,64355141.91
2023-07-20,112.37,-1.94589877836,30149421,3387890437.77,4.53,-782030,-88691664.563,-156853846.83
2023-07-26,111.8,-0.974313551816,26428003,2954650735.4,3.97,-771450,-87123937.185,-116167508.3
2023-07-27,110.46,-1.198568872987,26933554,2975080374.84,4.05,505551,56196493.0539,20429639.44
2023-08-02,113.98,-0.375841272616,25779441,2938340685.18,3.88,-344633,-39306048.4527,-50514621.16
2023-08-03,114.11,0.114055097386,25265031,2882992687.41,3.8,-514410,-58658275.182,-55347997.77
2023-08-09,104.06,-0.658711217184,26708988,2779337291.28,4.02,-161097,-16784052.042,-35304112.47
2023-08-10,103.65,-0.394003459543,27015774,2800184975.1,4.06,306786,31670163.0306,20847683.82
2023-08-16,94.5,-3.324808184143,26064337,2463079846.5,3.92,333351,31863455.3403,-52124035.0
2023-08-17,95.47,1.026455026455,25818528,2464894868.16,3.88,-245809,-23355837.1058,1815021.66
2023-08-23,90.1,-2.214022140221,27305349,2460211944.9,4.11,455531,41662500.8352,-13730285.62
2023-08-24,91.51,1.564927857936,27698402,2534680767.02,4.17,393053,35969223.3572,74468822.12
2023-08-30,94.0,1.874932264008,26471856,2488354464.0,3.98,-667806,-62785450.605,-15822148.74
2023-08-31,93.98,-0.021276595745,26427775,2483682294.5,3.97,-44081,-4137817.3485,-4672169.5
2023-09-06,99.92,0.281011641911,25465526,2544515357.92,3.83,-327796,-32577939.9008,-25531246.16
2023-09-07,98.3,-1.62129703763,25295286,2486526613.8,3.8,-170240,-16941961.344,-57988744.12
2023-09-13,98.95,1.186215359444,24841478,2458064248.1,3.74,-785953,-77772171.4231,-48042229.39
2023-09-14,96.96,-2.011116725619,25585714,2480790829.44,3.85,744236,72317412.12,22726581.34
2023-09-15,100.0,3.135313531353,26184090,2618409000.0,3.94,598376,59716967.3984,137618170.56
2023-09-20,100.44,-0.936976033139,23424304,2352737093.76,3.52,-985193,-99381836.4715,-122141807.07
2023-09-21,100.52,0.079649542015,22955921,2307529178.92,3.45,-468383,-46934693.2214,-45207914.84
2023-09-27,98.88,0.101235067827,22758250,2250335760.0,3.42,18366,1824577.6164,4090018.48
2023-09-28,98.6,-0.283171521036,22580045,2226392437.0,3.4,-178205,-17638107.1825,-23943323.0
2023-10-11,105.0,1.107366393837,23535950,2471274750.0,3.54,-95157,-10002799.1673,17184288.05
2023-10-12,104.3,-0.666666666667,24650937,2571092729.1,3.71,1114987,115871567.5153,99817979.1
2023-10-13,103.18,-1.073825503356,25257504,2606069262.72,3.8,606567,62640113.4333,34976533.62
2023-10-16,101.14,-1.977127350262,25775029,2606886433.06,3.88,517525,52557303.1275,817170.34
2023-10-17,102.2,1.048052204865,25423385,2598269947.0,3.82,-351644,-35810510.6856,-8616486.06
2023-10-18,100.4,-1.761252446184,25322873,2542416449.2,3.81,-100512,-10104411.0528,-55853497.8
2023-10-19,99.46,-0.93625498008,25512943,2537517310.78,3.84,190070,19185760.835,-4899138.42
2023-10-20,97.39,-2.08123868892,26147945,2546548363.55,3.93,635002,62118435.648,9031052.77
2023-10-24,97.68,3.146779303062,27062329,2643448296.72,4.07,914384,88429985.2016,96899933.17
2023-10-25,96.45,-1.259213759214,26420626,2548269377.7,3.97,-641703,-61023901.8504,-95178919.02
2023-10-26,94.38,-2.146189735614,26031945,2456894969.1,3.91,-388681,-36770582.9835,-91374408.6
2023-10-27,101.83,7.893621529985,26715275,2720416453.25,4.02,683330,68016481.544,263521484.15
2023-10-30,106.88,4.959245801827,26731756,2857090081.28,4.02,16481,1751251.2828,136673628.03
2023-10-31,107.0,0.112275449102,26878619,2876012233.0,4.04,146863,15682633.2783,18922151.72
2023-11-01,105.46,-1.439252336449,26773538,2823537317.48,4.03,-105081,-11137261.9794,-52474915.52
2023-11-02,104.53,-0.881850938745,26874824,2809225352.72,4.04,101286,10681246.8018,-14311964.76
2023-11-03,108.0,3.319621161389,26801105,2894519340.0,4.03,-73719,-7911935.9064,85293987.28
2023-11-06,109.35,1.25,25422637,2779965355.95,3.82,-1378468,-150478115.8244,-114553984.05
2023-11-07,106.94,-2.203932327389,25313351,2707009755.94,3.81,-109286,-11689460.0606,-72955600.01
